"Jahr","QuarSort","QuarLang","GbdArt1","GbdArt1n","AnzGeb","Rauminhalt","PersonenGT2","AnzWhg","WohnFl","PersInWhgGT2","KreisSort","KreisLang","GbdArt2","GbdArt2n","GbdArtPub","GbdArtPubName"
2012,83,"Weinegg",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",17,25191,".",0,0,".",8,"Kreis 8",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2013,83,"Weinegg",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",16,24032,".",0,0,".",8,"Kreis 8",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2014,83,"Weinegg",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",16,24032,".",0,0,".",8,"Kreis 8",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2015,83,"Weinegg",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",16,24032,".",0,0,".",8,"Kreis 8",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2016,83,"Weinegg",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",16,24032,".",0,0,".",8,"Kreis 8",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2017,83,"Weinegg",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",16,24011,".",0,0,".",8,"Kreis 8",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2018,83,"Weinegg",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",16,24017,".",0,0,".",8,"Kreis 8",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2019,83,"Weinegg",271.1,"Landwirtschafts-, Gärtnerei- und Oekonomiegebäude",16,24017,".",0,0,".",8,"Kreis 8",271,"Landwirtschaftliche Betriebsgebäude",5,"Produktions- und Lagergebäude"
2008,83,"Weinegg",272.1,"Kirche, Moschee, Synagoge",2,29909,3,1,90,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2009,83,"Weinegg",272.1,"Kirche, Moschee, Synagoge",2,29909,3,1,90,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2010,83,"Weinegg",272.1,"Kirche, Moschee, Synagoge",2,29909,3,1,90,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2011,83,"Weinegg",272.1,"Kirche, Moschee, Synagoge",2,29909,3,1,111,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2012,83,"Weinegg",272.1,"Kirche, Moschee, Synagoge",2,29909,3,1,111,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2013,83,"Weinegg",272.1,"Kirche, Moschee, Synagoge",3,31329,9,2,167,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2014,83,"Weinegg",272.1,"Kirche, Moschee, Synagoge",3,31329,8,2,167,8,8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2015,83,"Weinegg",272.1,"Kirche, Moschee, Synagoge",3,31329,8,2,167,8,8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2016,83,"Weinegg",272.1,"Kirche, Moschee, Synagoge",3,31329,6,2,167,4,8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2017,83,"Weinegg",272.1,"Kirche, Moschee, Synagoge",3,31329,5,2,167,5,8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2018,83,"Weinegg",272.1,"Kirche, Moschee, Synagoge",3,31329,5,2,167,5,8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2019,83,"Weinegg",272.1,"Kirche, Moschee, Synagoge",4,35408,28,3,836,28,8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2008,83,"Weinegg",272.2,"Kirchgemeindehaus",1,537,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2009,83,"Weinegg",272.2,"Kirchgemeindehaus",1,537,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2010,83,"Weinegg",272.2,"Kirchgemeindehaus",1,537,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2011,83,"Weinegg",272.2,"Kirchgemeindehaus",1,537,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2012,83,"Weinegg",272.2,"Kirchgemeindehaus",1,537,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2013,83,"Weinegg",272.2,"Kirchgemeindehaus",1,537,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2014,83,"Weinegg",272.2,"Kirchgemeindehaus",1,537,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2015,83,"Weinegg",272.2,"Kirchgemeindehaus",1,537,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2016,83,"Weinegg",272.2,"Kirchgemeindehaus",1,537,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2017,83,"Weinegg",272.2,"Kirchgemeindehaus",1,537,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2018,83,"Weinegg",272.2,"Kirchgemeindehaus",1,537,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2019,83,"Weinegg",272.2,"Kirchgemeindehaus",1,537,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2008,83,"Weinegg",272.9,"Übriges Kultusgebäude",4,6571,5,2,157,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2009,83,"Weinegg",272.9,"Übriges Kultusgebäude",4,6571,5,2,157,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2010,83,"Weinegg",272.9,"Übriges Kultusgebäude",4,6571,5,2,157,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2011,83,"Weinegg",272.9,"Übriges Kultusgebäude",4,6571,5,1,56,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2012,83,"Weinegg",272.9,"Übriges Kultusgebäude",4,6571,6,1,56,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2013,83,"Weinegg",272.9,"Übriges Kultusgebäude",3,5151,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2014,83,"Weinegg",272.9,"Übriges Kultusgebäude",3,5151,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2015,83,"Weinegg",272.9,"Übriges Kultusgebäude",3,5151,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2016,83,"Weinegg",272.9,"Übriges Kultusgebäude",3,5151,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2017,83,"Weinegg",272.9,"Übriges Kultusgebäude",3,5311,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2018,83,"Weinegg",272.9,"Übriges Kultusgebäude",3,5311,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2019,83,"Weinegg",272.9,"Übriges Kultusgebäude",3,5311,".",0,0,".",8,"Kreis 8",272,"Kirchen und sonstige Kultgebäude",6,"Infrastrukturgebäude"
2008,83,"Weinegg",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",2,3385,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2009,83,"Weinegg",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",2,3385,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2010,83,"Weinegg",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",2,3385,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2011,83,"Weinegg",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",2,3385,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2012,83,"Weinegg",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",2,3385,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2013,83,"Weinegg",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",2,3585,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2014,83,"Weinegg",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",2,3585,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2015,83,"Weinegg",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",2,3585,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2016,83,"Weinegg",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",2,3585,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2017,83,"Weinegg",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",2,3585,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2018,83,"Weinegg",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",2,3585,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2019,83,"Weinegg",274.1,"Militär-, Luftschutz-, Polizei- und Feuerwehrgebäude",2,3585,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2012,83,"Weinegg",274.2,"Strafvollzugs- und Untersuchungshaftanstalt",1,69,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",6,"Infrastrukturgebäude"
2008,83,"Weinegg",274.9,"Übrige Kleingebäude",158,24133,4,1,29,".",8,"Kreis 8",274,"Sonstige Hochbauten",7,"Kleingebäude"
2009,83,"Weinegg",274.9,"Übrige Kleingebäude",159,24256,5,1,29,".",8,"Kreis 8",274,"Sonstige Hochbauten",7,"Kleingebäude"
2010,83,"Weinegg",274.9,"Übrige Kleingebäude",156,21078,5,1,29,".",8,"Kreis 8",274,"Sonstige Hochbauten",7,"Kleingebäude"
2011,83,"Weinegg",274.9,"Übrige Kleingebäude",157,20542,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",7,"Kleingebäude"
2012,83,"Weinegg",274.9,"Übrige Kleingebäude",162,21476,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",7,"Kleingebäude"
2013,83,"Weinegg",274.9,"Übrige Kleingebäude",164,22095,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",7,"Kleingebäude"
2014,83,"Weinegg",274.9,"Übrige Kleingebäude",165,22121,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",7,"Kleingebäude"
2015,83,"Weinegg",274.9,"Übrige Kleingebäude",160,20561,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",7,"Kleingebäude"
2016,83,"Weinegg",274.9,"Übrige Kleingebäude",160,20512,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",7,"Kleingebäude"
2017,83,"Weinegg",274.9,"Übrige Kleingebäude",157,19452,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",7,"Kleingebäude"
2018,83,"Weinegg",274.9,"Übrige Kleingebäude",153,18633,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",7,"Kleingebäude"
2019,83,"Weinegg",274.9,"Übrige Kleingebäude",157,18871,".",0,0,".",8,"Kreis 8",274,"Sonstige Hochbauten",7,"Kleingebäude"
2008,91,"Albisrieden",110.1,"Einfamilienhaus freistehend",225,153307,578,225,28006,".",9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2009,91,"Albisrieden",110.1,"Einfamilienhaus freistehend",227,154940,578,227,28246,".",9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2010,91,"Albisrieden",110.1,"Einfamilienhaus freistehend",230,158594,587,230,28607,".",9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2011,91,"Albisrieden",110.1,"Einfamilienhaus freistehend",239,167296,608,239,30236,".",9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2012,91,"Albisrieden",110.1,"Einfamilienhaus freistehend",239,166246,609,239,30359,".",9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2013,91,"Albisrieden",110.1,"Einfamilienhaus freistehend",237,166452,615,237,30592,".",9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2014,91,"Albisrieden",110.1,"Einfamilienhaus freistehend",237,167512,613,237,30735,611,9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2015,91,"Albisrieden",110.1,"Einfamilienhaus freistehend",239,168979,606,239,31050,599,9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2016,91,"Albisrieden",110.1,"Einfamilienhaus freistehend",238,169187,613,238,30926,607,9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2017,91,"Albisrieden",110.1,"Einfamilienhaus freistehend",239,172351,616,239,31433,606,9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2018,91,"Albisrieden",110.1,"Einfamilienhaus freistehend",242,174866,612,242,31939,606,9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2019,91,"Albisrieden",110.1,"Einfamilienhaus freistehend",239,175572,608,239,31563,607,9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2008,91,"Albisrieden",110.2,"Einfamilienhaus angebaut",244,125337,661,244,27017,".",9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2009,91,"Albisrieden",110.2,"Einfamilienhaus angebaut",244,125470,673,244,27017,".",9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2010,91,"Albisrieden",110.2,"Einfamilienhaus angebaut",245,126134,657,245,27211,".",9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2011,91,"Albisrieden",110.2,"Einfamilienhaus angebaut",247,127193,679,247,27325,".",9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2012,91,"Albisrieden",110.2,"Einfamilienhaus angebaut",248,128050,679,248,27319,".",9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2013,91,"Albisrieden",110.2,"Einfamilienhaus angebaut",249,128366,660,249,27608,".",9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2014,91,"Albisrieden",110.2,"Einfamilienhaus angebaut",250,130025,673,250,27820,671,9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2015,91,"Albisrieden",110.2,"Einfamilienhaus angebaut",252,131233,678,251,27944,678,9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2016,91,"Albisrieden",110.2,"Einfamilienhaus angebaut",251,130846,658,250,27849,656,9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2017,91,"Albisrieden",110.2,"Einfamilienhaus angebaut",251,130928,664,250,27849,664,9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2018,91,"Albisrieden",110.2,"Einfamilienhaus angebaut",250,130728,663,249,27801,667,9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2019,91,"Albisrieden",110.2,"Einfamilienhaus angebaut",248,129298,666,247,27512,666,9,"Kreis 9",110,"Gebäude mit einer Wohnung",1,"Einfamilienhäuser"
2008,91,"Albisrieden",121.1,"Mehrfamilienhaus mit 2 Wohnungen",73,66116,227,146,12314,".",9,"Kreis 9",121,"Gebäude mit 2 Wohnungen",2,"Mehrfamilienhäuser"
2009,91,"Albisrieden",121.1,"Mehrfamilienhaus mit 2 Wohnungen",73,66261,222,146,12352,".",9,"Kreis 9",121,"Gebäude mit 2 Wohnungen",2,"Mehrfamilienhäuser"
2010,91,"Albisrieden",121.1,"Mehrfamilienhaus mit 2 Wohnungen",73,67245,229,146,12475,".",9,"Kreis 9",121,"Gebäude mit 2 Wohnungen",2,"Mehrfamilienhäuser"
2011,91,"Albisrieden",121.1,"Mehrfamilienhaus mit 2 Wohnungen",49,49360,165,98,9001,".",9,"Kreis 9",121,"Gebäude mit 2 Wohnungen",2,"Mehrfamilienhäuser"
2012,91,"Albisrieden",121.1,"Mehrfamilienhaus mit 2 Wohnungen",52,53388,183,104,9903,".",9,"Kreis 9",121,"Gebäude mit 2 Wohnungen",2,"Mehrfamilienhäuser"
2013,91,"Albisrieden",121.1,"Mehrfamilienhaus mit 2 Wohnungen",51,53779,176,102,10051,".",9,"Kreis 9",121,"Gebäude mit 2 Wohnungen",2,"Mehrfamilienhäuser"
2014,91,"Albisrieden",121.1,"Mehrfamilienhaus mit 2 Wohnungen",51,51312,184,102,9753,181,9,"Kreis 9",121,"Gebäude mit 2 Wohnungen",2,"Mehrfamilienhäuser"
2015,91,"Albisrieden",121.1,"Mehrfamilienhaus mit 2 Wohnungen",50,49616,186,100,9741,187,9,"Kreis 9",121,"Gebäude mit 2 Wohnungen",2,"Mehrfamilienhäuser"
2016,91,"Albisrieden",121.1,"Mehrfamilienhaus mit 2 Wohnungen",50,49616,182,100,9716,179,9,"Kreis 9",121,"Gebäude mit 2 Wohnungen",2,"Mehrfamilienhäuser"
2017,91,"Albisrieden",121.1,"Mehrfamilienhaus mit 2 Wohnungen",48,47015,179,96,9365,175,9,"Kreis 9",121,"Gebäude mit 2 Wohnungen",2,"Mehrfamilienhäuser"
2018,91,"Albisrieden",121.1,"Mehrfamilienhaus mit 2 Wohnungen",48,47015,175,96,9365,175,9,"Kreis 9",121,"Gebäude mit 2 Wohnungen",2,"Mehrfamilienhäuser"
2019,91,"Albisrieden",121.1,"Mehrfamilienhaus mit 2 Wohnungen",48,47199,164,96,9415,164,9,"Kreis 9",121,"Gebäude mit 2 Wohnungen",2,"Mehrfamilienhäuser"
2008,91,"Albisrieden",122.1,"Mehrfamilienhaus",847,2392750,12476,7258,509634,".",9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2009,91,"Albisrieden",122.1,"Mehrfamilienhaus",856,2443272,12443,7335,517557,".",9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2010,91,"Albisrieden",122.1,"Mehrfamilienhaus",851,2374817,12243,7194,505204,".",9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2011,91,"Albisrieden",122.1,"Mehrfamilienhaus",853,2447821,12730,7313,520293,".",9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2012,91,"Albisrieden",122.1,"Mehrfamilienhaus",872,2589136,13397,7593,549838,".",9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2013,91,"Albisrieden",122.1,"Mehrfamilienhaus",870,2616927,13378,7580,550693,".",9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2014,91,"Albisrieden",122.1,"Mehrfamilienhaus",861,2598651,13250,7507,547197,13112,9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2015,91,"Albisrieden",122.1,"Mehrfamilienhaus",853,2624671,13370,7500,549329,13252,9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2016,91,"Albisrieden",122.1,"Mehrfamilienhaus",868,2843243,14067,7855,583370,14019,9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2017,91,"Albisrieden",122.1,"Mehrfamilienhaus",876,2872945,14662,7968,593973,14545,9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2018,91,"Albisrieden",122.1,"Mehrfamilienhaus",878,2920882,14773,7986,597737,14651,9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2019,91,"Albisrieden",122.1,"Mehrfamilienhaus",882,2941514,14854,8027,602424,14766,9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2008,91,"Albisrieden",122.2,"Wohnhaus mit Geschäftsräumen",203,768140,2583,1546,114595,".",9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2009,91,"Albisrieden",122.2,"Wohnhaus mit Geschäftsräumen",206,926909,2901,1697,129716,".",9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2010,91,"Albisrieden",122.2,"Wohnhaus mit Geschäftsräumen",204,986788,3121,1788,140990,".",9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2011,91,"Albisrieden",122.2,"Wohnhaus mit Geschäftsräumen",215,979763,3153,1787,140169,".",9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2012,91,"Albisrieden",122.2,"Wohnhaus mit Geschäftsräumen",216,986679,3182,1820,142685,".",9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2013,91,"Albisrieden",122.2,"Wohnhaus mit Geschäftsräumen",225,1011114,3353,1880,148362,".",9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2014,91,"Albisrieden",122.2,"Wohnhaus mit Geschäftsräumen",227,1043120,3450,1913,152221,3386,9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2015,91,"Albisrieden",122.2,"Wohnhaus mit Geschäftsräumen",234,1087044,3661,1981,158050,3629,9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2016,91,"Albisrieden",122.2,"Wohnhaus mit Geschäftsräumen",262,1410054,4637,2589,215773,4602,9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2017,91,"Albisrieden",122.2,"Wohnhaus mit Geschäftsräumen",264,1460457,4967,2631,219819,4914,9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2018,91,"Albisrieden",122.2,"Wohnhaus mit Geschäftsräumen",264,1531947,5089,2691,222127,5022,9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2019,91,"Albisrieden",122.2,"Wohnhaus mit Geschäftsräumen",263,1542999,5222,2759,225675,5182,9,"Kreis 9",122,"Gebäude mit mehr als 2 Wohnungen",2,"Mehrfamilienhäuser"
2008,91,"Albisrieden",130.1,"Wohngebäude für Gemeinschaften",1,2599,14,0,0,".",9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2009,91,"Albisrieden",130.1,"Wohngebäude für Gemeinschaften",1,2599,14,0,0,".",9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2010,91,"Albisrieden",130.1,"Wohngebäude für Gemeinschaften",1,2599,14,0,0,".",9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2011,91,"Albisrieden",130.1,"Wohngebäude für Gemeinschaften",2,4138,18,6,315,".",9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2012,91,"Albisrieden",130.1,"Wohngebäude für Gemeinschaften",4,8980,79,43,1235,".",9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2013,91,"Albisrieden",130.1,"Wohngebäude für Gemeinschaften",4,8981,74,43,1235,".",9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2014,91,"Albisrieden",130.1,"Wohngebäude für Gemeinschaften",5,10318,74,43,1235,34,9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2015,91,"Albisrieden",130.1,"Wohngebäude für Gemeinschaften",5,10494,76,43,1235,34,9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2016,91,"Albisrieden",130.1,"Wohngebäude für Gemeinschaften",8,34354,281,78,7411,48,9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2017,91,"Albisrieden",130.1,"Wohngebäude für Gemeinschaften",8,40414,287,78,7411,67,9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2018,91,"Albisrieden",130.1,"Wohngebäude für Gemeinschaften",8,39790,281,78,7411,59,9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2019,91,"Albisrieden",130.1,"Wohngebäude für Gemeinschaften",7,37191,276,78,7411,58,9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2008,91,"Albisrieden",130.2,"Alterswohnhaus-/heim",14,76630,451,228,9848,".",9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2009,91,"Albisrieden",130.2,"Alterswohnhaus-/heim",14,76630,453,224,9660,".",9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2010,91,"Albisrieden",130.2,"Alterswohnhaus-/heim",14,76630,454,224,9660,".",9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2011,91,"Albisrieden",130.2,"Alterswohnhaus-/heim",15,77990,447,197,9494,".",9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2012,91,"Albisrieden",130.2,"Alterswohnhaus-/heim",14,76630,465,197,9494,".",9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
